fromCity,toCity,departureTime,passengers,airline
Madrid,Tangier,1465456380000,62,DN-669
Kanpur,Islamabad,1464712620000,56,WK-936
Xingtai,Xianyang,1466162220000,26,SK-373
Davao,Manila,1464438000000,185,KG-458
Chongqing,Bareli,1466312880000,74,KG-683
López Mateos,Morelia,1465325880000,17,WK-442
San Francisco,Tokyo,1465400460000,511,TX-903
Ahmadabad,Bhilai,1464896280000,69,RK-319
Zhangzhou,Rongcheng,1465130400000,25,FI-587
Bikaner,Delhi,1465600560000,182,QM-383
New Delhi,Qom,1465835820000,189,TX-837
Göteborg,Copenhagen,1466240340000,25,KG-372
Seoul,Shanghai,1466258400000,395,SC-458
Chengdu,Pingdingshan,1464214620000,76,FI-337
Hyderabad,Pimpri,1464253320000,77,SK-346
Rawalpindi,Faisalabad,1464402660000,67,QI-220
Tripoli,Palermo,1466086380000,28,AM-851
Indore,Rajshahi,1465614300000,40,AD-513
Aleppo,Voronezh,1466188620000,47,QI-373
Moscow,Voronezh,1465157160000,178,QM-749
Denver,Los Angeles,1466150580000,70,RK-782
Yingkou,Shanghai,1466368800000,241,FI-458
New Delhi,Bareli,1465275900000,185,WI-139
Yingkou,Tokyo,1466027460000,509,WI-219
Moscow,Wroclaw,1466500020000,174,HN-626
Ha Noi,Karachi,1466523060000,207,RK-262
Guangzhou,Foshan,1465553160000,60,QI-347
Hyderabad,Sholapur,1465728360000,72,AD-798
São Paulo,Natal,1464938100000,171,EA-951
Xian,Hohhot,1464345300000,75,QI-740
Kanpur,Shiraz,1464613380000,64,RK-368
Hengyang,Peking,1466680320000,130,DN-551
Dortmund,Munich,1465735020000,29,FI-180
Calcutta,Phnum Pénh,1466320020000,98,AM-179
Qom,Baghdad,1464915360000,106,EA-155
Kathmandu,Ghaziabad,1465462560000,31,CE-235
Pimpri,Bombay,1464397860000,222,NS-865
Gujranwala,New Delhi,1465968240000,195,NS-884
Dhaka,Karachi,1465797480000,287,EA-665
Shanghai,Surabaya,1464142560000,269,SC-654
Delhi,Ajmer,1465581720000,181,AM-804
Hyderabad,Almaty,1466365860000,76,EA-800
Tokyo,Nanjing,1466732220000,549,EA-989
Mashhad,Rasht,1466351640000,46,QM-718
Brazzaville,Kano,1464267420000,75,CE-836
Maanshan,Tanggu,1466670720000,17,OG-656
Srinagar,Quetta,1464503220000,27,SC-361
Kaohsiung,Hefei,1465496160000,46,NS-520
Tokyo,Kabul,1465740240000,548,CE-126
Kolhapur,Madurai,1466634360000,22,SI-453
Lusaka,Soweto,1465715580000,47,UA-173
Tokyo,Saitama,1466247840000,517,UA-603
Puebla,Mexico,1464354780000,160,TX-528
Tangshan,Tianjin,1465240560000,92,RK-379
Campo Grande,Uberlândia,1466701080000,20,QI-858
Saint Petersburg,Aleppo,1465842480000,98,SC-308
Zhenjiang,Anshan,1466037900000,29,WI-815
Tianjin,Anyang,1465696860000,72,OG-179
Shanghai,Jakarta,1465842780000,367,QI-230
Campo Grande,Sorocaba,1466149800000,20,TX-674
Volgograd,Kirkuk,1465342860000,25,TX-490
Chongqing,Dalian,1466122440000,95,HN-704
Sargodha,Tokyo,1464799560000,508,EA-281
Qinhuangdao,Tokyo,1465447920000,512,AD-732
Rangoon,Kunming,1466253360000,87,SC-299
Surat,Rawalpindi,1464905040000,73,QI-741
Rio de Janeiro,Campinas,1464449220000,112,EA-971
Raipur,Gorakhpur,1466247120000,21,QI-902
Chongqing,Changde,1464179880000,71,UA-178
Zagreb,Naples,1466273820000,26,SK-305
Ibadan,Ogbomosho,1464408420000,70,HN-936
Kinshasa,Jos,1465173900000,136,TX-163
Málaga,Marrakesh,1464858960000,23,FI-613
Xian,Chengdu,1466623920000,125,TX-320
Luoyang,Zhangjiakou,1466324700000,33,TX-192
Nizhniy Novgorod,Tokyo,1465620300000,520,SC-335
Frankfurt,Glasgow,1464373680000,19,AD-564
Chongqing,Fuzhou,1465599900000,81,EA-807
Beira,Nairobi,1466454420000,52,KG-944
Chandigarh,Madras,1466409480000,83,AD-952
Irbil,Aleppo,1466493480000,48,DN-846
Selam,Colombo,1465583580000,22,AD-839
Indore,Hyderabad,1465420140000,86,WI-881
Brasília,Cochabamba,1465467420000,49,QI-832
Suzhou,Chongqing,1466235600000,84,CE-418
Bhilai,Nagpur,1465029480000,45,HN-527
Khulna,Faridabad,1466451240000,41,WK-487
Taipei,Hengyang,1465716300000,52,AM-325
Guwahati,Tokyo,1466216100000,514,NS-588
Qiqihar,Jiamusi,1465483440000,22,RK-922
Jiamusi,Changchun,1465591680000,49,WI-325
Kolhapur,Rajkot,1464951360000,26,FI-783
Tokyo,Ghaziabad,1465448760000,519,RK-261
Kalyan,Kabul,1464288540000,68,SI-790
Cracow,Istanbul,1465371060000,167,TX-475
Manila,Saitama,1466082840000,182,KG-602
Bangkok,Selam,1465382520000,93,SI-376
Gaziantep,Yerevan,1465881540000,34,RK-661
Bombay,Belgrade,1464301500000,219,SC-669
Nanchang,Wenzhou,1464186300000,43,DN-647
Zhenjiang,Cangzhou,1466441940000,18,TX-879
Peking,Ho Chi Minh City,1465459380000,173,WK-434
Jiaozuo,Shanghai,1464991920000,240,WI-999
Yancheng,Neijiang,1466248740000,18,RK-112
Johor Bahru,Tangerang,1464952560000,34,WI-859
Baghdad,Kermanshah,1466261460000,102,EA-295
Tainan,Cangzhou,1465682520000,20,NS-294
Tokyo,Xinyang,1464385500000,525,EA-772
Zhangjiakou,Delhi,1465188300000,184,AM-102
Karachi,Baku,1466306580000,202,EA-411
Jodhpur,Jalandhar,1465189920000,27,QI-890
Port Said,Kinshasa,1466731860000,132,WI-969
Karachi,Port Said,1464583560000,193,UA-654
Tianjin,Hachioji,1465847880000,69,UA-490
Kiev,Lipetsk,1466070600000,48,WI-323
Ufa,Delhi,1464420360000,189,CE-314
Madrid,Alexandria,1465204080000,109,KG-935
São Paulo,Caracas,1464704940000,188,AD-796
Bengbu,Shanghai,1465576260000,241,NS-971
Moscow,Minsk,1464963960000,192,SI-281
Shenzhen,Shanghai,1466424300000,247,AD-140
Kano,Warri,1464898380000,66,AM-427
Lima,Valencia,1465417620000,143,FI-438
Tangshan,Manila,1464885360000,198,SC-794
Kitakyushu,Hamamatsu,1466408340000,25,FI-283
Depok,Tokyo,1465452660000,519,KG-219
Guatemala,Monterrey,1464700920000,33,KG-296
Seoul,Hegang,1465975440000,175,SC-975
Peking,Datong,1466184780000,135,KG-585
Wuhan,Kaifeng,1465772160000,75,CE-699
Taipei,Jiaozuo,1464424560000,48,NS-856
Karachi,Peking,1464156300000,303,NS-768
Medan,Ipoh,1465294920000,38,SI-896
Nanjing,Xining,1464704280000,61,SK-470
Shanghai,Saitama,1465286220000,249,HN-862
Gwalior,Bhopal,1464946680000,39,SI-614
Jiaozuo,Zhanjiang,1464151260000,18,OG-642
Moscow,Birmingham,1464445140000,180,TX-746
Jos,Port Harcourt,1464667080000,31,DN-867
Gorakhpur,Ahmadabad,1464258000000,69,CE-526
Jiangmen,Zhuzhou,1465277640000,19,EA-978
López Mateos,Aguascalientes,1465615620000,18,EA-417
Guangzhou,Bangalore,1464722460000,128,HN-134
Luoyang,Shaoyang,1465639260000,32,UA-677
Delhi,Maisuru,1464405780000,187,CE-786
Baoding,Seoul,1466312940000,179,FI-115
Addis Abeba,Lagos,1465421820000,183,UA-161
Shanghai,Chengdu,1464502920000,294,NS-374
Almaty,Bombay,1465053420000,220,TX-167
Gorakhpur,Pune,1466113800000,57,QI-192
Luancheng,Kunming,1464705240000,25,EA-872
Baghdad,Calcutta,1465698960000,163,AD-510
Riga,Warsaw,1464760260000,38,DN-344
Hamburg,Duisburg,1465545300000,35,OG-953
São Luís,Belo Horizonte,1464365940000,52,WI-407
Lagos,Jos,1464540240000,152,WK-239
Birmingham,Hanover,1464853020000,23,RK-156
Dushanbe,Kabul,1465055340000,56,OG-509
Amritsar,Bombay,1464301080000,218,EA-383
Jinan,Ningbo,1465639920000,44,CE-351
Delhi,Hefei,1464613980000,195,DN-955
Madras,Moradabad,1464961260000,80,HN-485
Kalyan,Madras,1465772280000,88,KG-958
Bogotá,San Luis Potosí,1466310360000,123,UA-786
Tokyo,Dar es Salaam,1465055760000,542,KG-285
Mexico,Toluca,1464150240000,146,EA-535
Karachi,Durgapur,1466551320000,192,SK-274
Jiangmen,Bombay,1464752880000,210,EA-367
Taiyuan,Pingdingshan,1465618260000,57,AM-816
Shanghai,Huaiyin,1465429740000,240,RK-819
Delhi,Shenyang,1465347600000,229,CE-593
Patna,Ghaziabad,1466303700000,44,SC-861
Langfang,Qingdao,1465252260000,37,AM-412
Tokyo,Jiaozuo,1466304720000,508,CE-270
Kolhapur,Amritsar,1464410460000,25,FI-513
New Delhi,Kermanshah,1464947100000,185,OG-996
Bhiwandi,Raipur,1465940040000,22,WK-516
Mexico,Maracaibo,1466299260000,169,SI-840
Dandong,Tianjin,1466024640000,69,DN-896
Xian,Jiaozuo,1464627720000,71,RK-563
Chihuahua,Monterrey,1465456920000,29,UA-974
Tiruchchirappalli,Jamshedpur,1466487540000,22,NS-413
Izmir,Irbil,1465492680000,54,CE-751
Guangzhou,Kaifeng,1465851180000,59,QM-593
Veracruz,Managua,1466211000000,27,TX-130
Tyumen,Chelyabinsk,1464572580000,25,AM-660
Taipei,Mandalay,1465450140000,59,AD-933
Amravati,Madras,1465430340000,78,DN-526
Tokyo,Jiamusi,1464753780000,508,HN-697
Jinan,Vladivostok,1466729280000,42,NS-422
Belgrade,Zagreb,1465741920000,28,KG-671
Bucharest,Karachi,1465098840000,214,WK-310
Shenyang,Tokyo,1466095320000,555,DN-894
Xianyang,Zhangdian,1465691880000,27,HN-240
Calcutta,Thiruvananthapuram,1465075920000,86,SI-267
Shanghai,Kuala Lumpur,1466694480000,255,SI-456
Rangoon,Jalandhar,1465976940000,83,AD-535
Seattle,Tokyo,1464181020000,509,TX-683
Tokyo,Hegang,1465142760000,511,UA-646
Mexico,Monterrey,1465729560000,156,HN-719
New Delhi,Hamadan,1465368720000,181,DN-809
Istanbul,Tabriz,1464769440000,178,RK-832
Bursa,Zaporizhzhya,1466163120000,35,EA-914
Kiev,Delhi,1465647780000,213,DN-498
Wenzhou,Shanghai,1464649200000,245,SI-540
Arequipa,La Paz,1464319620000,26,UA-431
Jiaozuo,Bangkok,1466146680000,89,SC-394
Zapopan,Cancún,1466179200000,24,RK-845
Helsinki,Vilnius,1464399360000,17,WI-744
Khulna,Chandigarh,1465761660000,35,TX-469
Zhenjiang,Kobe,1466529720000,34,TX-257
New Delhi,Guntur,1465674000000,182,EA-914
Pingdingshan,Shanghai,1464627660000,246,HN-917
Delhi,Jakarta,1466639580000,309,WI-695
Warri,Enugu,1465609620000,18,SC-130
Makati,Tokyo,1465546200000,508,AD-739
Tokyo,Mandalay,1464671460000,519,NS-420
Kaifeng,Jinzhou,1465475340000,18,QI-177
Haora,Bombay,1466728620000,217,FI-545
Moscow,London,1465760820000,282,SC-810
Arak,Baghdad,1464452040000,98,EA-806
Zhangzhou,Bombay,1464629520000,210,HN-171
Seoul,Davao,1465279380000,183,AM-960
Dhaka,Rajkot,1464487260000,121,SI-972
Klang,Bekasi,1465024620000,38,EA-439
Sofia,Baghdad,1466613120000,106,UA-709
Hengyang,Anyang,1465194180000,24,OG-558
Ningbo,Suzhou,1466267160000,32,SC-725
Hanoi,Peking,1464180300000,141,FI-791
Taipei,Antipolo,1464222480000,48,FI-537
Ajmer,Karachi,1466516280000,192,QM-225
Kobe,Tokyo,1466056200000,524,EA-816
Uberlândia,Lima,1464303840000,130,KG-855
Shanghai,Zhuzhou,1466445840000,243,DN-277
Jinan,Qingdao,1465269840000,58,QI-370
Pimpri,Karachi,1465223340000,205,DN-258
Langfang,Fuzhou,1465339680000,30,QI-311
Ciudad Guayana,Maracaibo,1464486420000,42,KG-964
Bombay,Lakhnau,1465977300000,240,FI-578
Anshan,Dandong,1466619300000,29,UA-894
Gaziantep,Bursa,1464503040000,39,HN-803
Kunming,Shanghai,1464415740000,248,SK-417
Tokyo,Ipoh,1464726120000,510,CE-231
Hubli,Bangalore,1464271020000,91,SK-236
San Nicolás de los Garza,Houston,1466368200000,40,SK-739
Fuxin,Nanchang,1466395080000,40,AM-661
Zapopan,León,1465712100000,33,HN-959
Pingdingshan,Calcutta,1465887840000,87,QM-476
Hyderabad,Selam,1466526180000,69,WI-240
Moscow,Kano,1464914880000,222,HN-625
Fushun,Taichung,1464330180000,39,SK-175
Asansol,Kalyan,1466095140000,28,OG-599
Bombay,Ghaziabad,1464211800000,220,AD-761
Bombay,Liaoyang,1466713080000,212,QI-826
Langfang,Baoding,1466135160000,27,EA-477
Pimpri,Tokyo,1466305200000,520,KG-549
Bhavnagar,Maisuru,1465027920000,22,EA-944
Ahmadabad,New Delhi,1465201260000,232,RK-649
Haora,Shanghai,1465454340000,248,OG-788
Antalya,Damascus,1466498160000,37,OG-317
Fortaleza,Osasco,1464894120000,49,WI-452
Bangalore,Mashhad,1466662260000,114,AD-631
Pietermaritzburg,Johannesburg,1464256200000,44,AD-815
Karaj,Bayrut,1464706440000,42,QI-109
Yueyang,Tanggu,1466716920000,16,WK-654
Bombay,Orumiyeh,1465937340000,211,AM-821
Taian,Jinzhou,1464781200000,21,QM-121
Bremen,Frankfurt,1466411220000,18,EA-651
Warsaw,Kiev,1465302720000,66,SI-727
Hai Phong,Phnum Pénh,1464237840000,34,FI-324
Tokyo,Petaling Jaya,1466706540000,508,QM-942
Dandong,Shenyang,1465144440000,65,SK-511
Palembang,Bangkok,1465592880000,100,DN-120
Rangoon,Nanning,1464411780000,83,DN-799
Taipei,Makati,1465738860000,48,OG-430
Belgrade,Izmir,1465688160000,57,RK-153
Philadelphia,Quebec,1466173320000,33,AD-773
Oslo,Duisburg,1466678100000,20,CE-785
Guayaquil,Lima,1465622100000,152,SI-941
Suzhou,Luoyang,1466390220000,43,FI-350
Kabul,Madras,1466190780000,117,EA-632
Tokyo,Ranchi,1466388600000,515,QM-491
Lahore,Quetta,1465412040000,111,SK-327
Xining,Kaifeng,1465627920000,21,AM-564
Bucaramanga,Bogotá,1464966480000,121,WK-626
Selam,Tiruchchirappalli,1466067540000,24,EA-939
Kano,Tripoli,1465178820000,75,EA-240
Bhubaneswar,Delhi,1465467120000,185,QI-475
Cairo,Arak,1465780080000,130,WI-869
Seoul,Zhuzhou,1465409100000,175,WI-440
Zaporizhzhya,Krasnodar,1465491960000,22,HN-866
Antipolo,Tainan,1464681960000,20,AD-735
Lanzhou,Tokyo,1464250680000,522,TX-972
Cotonou,Kano,1466633040000,68,NS-581
Lubumbashi,Johannesburg,1466157780000,54,TX-115
Ufa,Nizhniy Novgorod,1465000560000,36,QM-459
Liaoyang,Harbin,1465008000000,62,CE-921
Mecca,Cairo,1465475940000,141,DN-621
London,Riyadh,1466342100000,172,HN-584
Kanpur,New Delhi,1464228060000,218,SK-980
Durgapur,Delhi,1465468320000,181,AD-619
Yancheng,Luancheng,1465142940000,19,SC-285
Aguascalientes,Tlalnepantla,1466382180000,21,EA-325
Barquisimeto,New York,1465279920000,141,AD-820
Agra,Nagpur,1464764280000,58,SK-338
Jiddah,Tokyo,1466632020000,540,SC-599
Amritsar,Bangalore,1466192820000,95,SK-508
Tokyo,Peking,1464716280000,618,QM-412
Hamburg,Stockholm,1464189180000,47,TX-123
Juarez,Fort Worth,1466025720000,32,DN-762
Cairo,Nizhniy Novgorod,1465681320000,143,QM-291
Gorakhpur,Tokyo,1464487680000,510,TX-208
Changchun,Shenyang,1464992640000,96,KG-614
Xining,Manila,1464797040000,178,AM-971
Dhaka,Chengdu,1465301160000,165,OG-134
Amravati,Tokyo,1466626080000,509,SK-630
Milan,Stuttgart,1464736860000,27,FI-745
Bhubaneswar,Surat,1464226740000,58,QM-382
Kabul,Tokyo,1465900560000,548,SI-542
Pingdingshan,Tangshan,1464580200000,46,NS-352
Paris,Cologne,1466706900000,48,QI-848
Manila,Tianjin,1465716600000,225,CE-562
Nanjing,Taichung,1464898380000,66,RK-476
Chongqing,Guilin,1464998580000,73,RK-458
Yueyang,Nantong,1466323320000,18,QM-455
Istanbul,Mecca,1465029960000,174,UA-130
Pune,Jaipur,1464224520000,89,UA-235
Mashhad,Calcutta,1465374120000,110,SI-434
Saint Petersburg,Bucharest,1464448200000,93,KG-933
Shaoguan,Zhuzhou,1466471880000,21,UA-319
Bombay,Kaohsiung,1466104740000,225,AM-132
Surat,Pune,1466069940000,92,RK-215
Hachioji,Shenyang,1464406320000,64,NS-888
Bangkok,Kanpur,1466374260000,125,QM-636
New Delhi,Bhubaneswar,1465642680000,185,DN-398
Haikou,Manila,1464475920000,175,UA-205
Karachi,Jabalpur,1464996300000,201,SI-389
Zhuzhou,Harbin,1464786780000,62,WK-397
Tokyo,Hegang,1465757880000,511,SI-187
Mersin,Cairo,1464148920000,132,DN-972
Lagos,Aleppo,1466457480000,173,WK-581
Varanasi,Bhilai,1465574940000,28,DN-260
Xian,Patna,1464944640000,88,WI-447
Bengbu,Seoul,1464224820000,173,UA-388
Anyang,Shanghai,1464696000000,244,OG-208
Foshan,Peking,1466390460000,128,KG-401
Bahawalpur,Jalandhar,1464662220000,21,TX-329
Tokyo,Colombo,1466074020000,510,OG-752
Zhangjiakou,Rangoon,1465509480000,82,SC-328
Hefei,Bombay,1465181280000,223,CE-972
Tolyatti,Ryazan,1464273960000,19,SK-181
Nanjing,Taizhou,1466148000000,58,SC-779
Qom,Tokyo,1466691180000,516,EA-908
Faridabad,Bhopal,1465485420000,45,QI-265
Cairo,Ryazan,1465829100000,131,QI-797
Hanoi,Luoyang,1465695000000,44,TX-835
Tokyo,Querétaro,1466217660000,509,WK-763
Bombay,Qinhuangdao,1465784400000,213,HN-815
Faisalabad,Jalandhar,1466372700000,52,WI-847
Accra,Abidjan,1464339540000,89,QM-556
Manila,Phnum Pénh,1466585160000,190,UA-363
Agadir,Nouakchott,1464787920000,21,QI-621
London,Ankara,1465211280000,173,QM-485
Madras,Thiruvananthapuram,1466263140000,81,AM-195
New York,Detroit,1465667460000,142,CE-382
Tokyo,Guwahati,1466137020000,514,HN-492
Benxi,Jinzhou,1464691860000,25,NS-340
Aleppo,Istanbul,1464163500000,189,QM-354
Copenhagen,Sofia,1464605160000,34,SK-104
Shaoyang,Dhaka,1466392260000,113,CE-447
Taiyuan,Chengdu,1464298740000,105,CE-144
Ho Chi Minh City,New Delhi,1464337800000,228,SI-208
Essen,Belfast,1465385700000,18,SK-195
Cali,Caracas,1465735020000,66,WI-882
Delhi,Novosibirsk,1466392260000,196,EA-101
Bangkok,Varanasi,1465213920000,99,SC-838
Matola,Luanda,1466453880000,52,WK-146
New Delhi,Xian,1466113380000,236,AM-451
New Delhi,Volgograd,1466134440000,189,SK-218
Medellín,Cúcuta,1464343980000,43,DN-754
Mexico,San Luis Potosí,1464857340000,149,NS-566
Abu Dhabi,Multan,1464576300000,32,TX-205
Xianyang,Shanghai,1465647840000,248,UA-651
Tokyo,Liuzhou,1465312380000,512,RK-233
Lima,Rio de Janeiro,1464748980000,217,CE-122
Orumiyeh,Karachi,1465755180000,194,RK-472
Guadalajara,El Paso,1464702000000,35,KG-406
Shanghai,Srinagar,1466180880000,247,NS-184
New Delhi,Chengdu,1464144600000,236,QI-804
Baghdad,Warsaw,1465219740000,116,EA-406
López Mateos,Querétaro,1465857120000,17,CE-230
Jinan,Chongqing,1466410500000,95,EA-631
Handan,Pingdingshan,1466618700000,35,HN-835
Warri,Kaduna,1466195820000,33,SI-568
Kota,Ahmadabad,1465193700000,71,OG-954
Tokyo,Huainan,1466496300000,516,DN-203
Porto Alegre,Rio de Janeiro,1465727940000,117,AM-442
Calcutta,Shanghai,1464637320000,305,TX-225
Karachi,Bahawalpur,1466275560000,193,WI-631
Langfang,Taian,1464477300000,23,CE-192
Lagos,Bangui,1465570860000,150,AD-191
Qingdao,Jinzhou,1466074080000,35,NS-844
Tokyo,Sydney,1464193980000,569,AD-470
Tokyo,Fort Worth,1465642860000,509,FI-599
Tucuman,Cochabamba,1465035900000,27,KG-937
Foshan,Jiaozuo,1465538400000,18,AD-727
Mandalay,Karachi,1466643660000,203,HN-456
Zhuzhou,Handan,1465106040000,32,CE-314
Zhenjiang,Seoul,1466042700000,174,AD-629
Kota,Karachi,1466166960000,196,WK-385
Hyderabad,Moradabad,1466199540000,68,SK-664
Tangerang,Tokyo,1465092900000,521,QM-420
Hefei,Kaohsiung,1465688760000,46,AM-171
Moscow,Tashkent,1464183960000,196,KG-559
Istanbul,Yerevan,1464436680000,172,NS-171
Jiangmen,Tokyo,1465851900000,508,DN-413
Santo André,Osasco,1465344720000,21,QM-334
Antalya,Belgrade,1465487460000,29,WI-152
Lusaka,Lagos,1464412800000,159,WI-913
Asansol,Vijayawada,1465749480000,21,SC-103
Sharjah,Tokyo,1466255040000,508,TX-603
Umm Durman,Bombay,1464605640000,246,UA-971
Harare,Maputo,1465827720000,54,TX-505
Delhi,Ufa,1464228840000,189,AM-243
Bombay,Hyderabad,1464390720000,258,NS-612
Ankara,Karaj,1464259680000,78,QI-764
Moradabad,Faisalabad,1465446720000,51,EA-733
San Antonio,Puebla,1466069640000,42,QM-945
Marrakesh,Istanbul,1465972020000,170,SC-107
Qiqihar,Changchun,1464848100000,54,WI-833
Huaiyin,Shanghai,1464655680000,240,UA-927
Guntur,Asansol,1466095140000,16,QM-119
Monterrey,Tlalnepantla,1466272080000,29,FI-952
Odesa,Rostov-na-Donu,1466610120000,32,TX-816
Saltillo,León,1465244580000,27,RK-737
Kitakyushu,Shanghai,1465836180000,247,KG-724
Manila,Ludhiana,1465632600000,190,QM-155
Zhangdian,Wuhu,1465321020000,18,RK-659
Naples,Rome,1466710800000,57,HN-772
Istanbul,Khartoum,1465737360000,186,NS-457
Tokyo,Jerusalem,1465632960000,511,QI-978
Ilorin,Warri,1466457840000,21,AM-515
Bulawayo,Lusaka,1464767700000,34,SK-358
Changde,Taipei,1464872220000,48,SC-586
Tegucigalpa,Lima,1464963300000,134,CE-790
Hefei,Peking,1465776000000,140,WK-619
Kinshasa,Luanda,1464490020000,167,NS-872
Xian,Yantai,1466415180000,74,KG-272
Xinxiang,Delhi,1466195340000,185,OG-266
Huaiyin,Shanghai,1465631220000,240,KG-779
Ibadan,Onitsha,1465036020000,65,WK-310
Arequipa,Cordoba,1464967500000,36,SK-931
Ningbo,Liaoyang,1465712400000,22,OG-429
Ibadan,Warri,1464274920000,65,UA-249
Faisalabad,Bahawalpur,1464484920000,48,NS-971
Durgapur,Rangoon,1465895460000,79,NS-962
Bangkok,Tiruchchirappalli,1466110920000,93,KG-857
Xining,Hefei,1466521920000,34,EA-371
Rajshahi,Raipur,1464331920000,21,WK-693
Ningbo,Huaibei,1464257880000,25,QI-600
Saint Petersburg,Samara,1466073480000,82,HN-170
Marseille,Rome,1465522800000,54,SC-964
Guiyang,Jiangmen,1464664560000,27,UA-627
Srinagar,New Delhi,1464930000000,189,TX-978
Acapulco,Morelia,1465464360000,19,KG-906
Marrakesh,Málaga,1464593220000,23,AD-937
New York,Winnipeg,1464641040000,138,SK-937
Lipetsk,Tokyo,1466043600000,508,QM-679
Vladivostok,Manila,1466521140000,175,AD-358
Ahmadabad,Islamabad,1464372720000,71,RK-248
Guatemala,Managua,1466292780000,33,KG-850
Tokyo,Tanggu,1464768060000,508,SC-993
Riyadh,Qom,1464560040000,71,RK-300
Cairo,Bremen,1464357240000,131,AM-789
Madras,Surat,1464431280000,114,OG-774
Adana,Athens,1465981620000,31,CE-350
Chengdu,Wuhu,1464301200000,70,OG-759
Guadalajara,Fort Worth,1465243680000,35,CE-299
Tokyo,Taizhou,1466385060000,509,WK-545
Zaporizhzhya,Bayrut,1465576080000,32,QI-755
Mersin,Chisinau,1466450580000,21,SC-578
Zhuzhou,Karachi,1466212140000,195,QM-360
Bangkok,Surabaya,1464966840000,118,WK-992
Gwalior,Rawalpindi,1466197380000,41,OG-560
New Delhi,Ulhasnagar,1464680940000,181,HN-998
Zhangjiakou,Yingkou,1464182580000,20,DN-713
Calcutta,Gorakhpur,1465735440000,84,RK-495
Ningbo,Yantai,1466084820000,22,AD-645
Zapopan,New York,1464383160000,144,QI-423
New Delhi,Delhi,1464496380000,347,WK-322
Peking,Taipei,1465840860000,158,OG-139
Tainan,Huainan,1465202400000,27,TX-440
Tianjin,Kunming,1465621620000,76,AD-847
Nagoya,Hangzhou,1464280860000,64,RK-105
Algiers,Rome,1464168900000,73,KG-483
Jinan,Neijiang,1465486800000,41,EA-663
Srinagar,Sholapur,1464393720000,31,FI-402
São Paulo,Brasília,1466550120000,194,QI-134
Zhangzhou,Seoul,1466690940000,173,KG-844
New Delhi,Eskisehir,1464179820000,181,SC-995
Kano,Kinshasa,1466004420000,181,FI-990
Kalyan,Bhilai,1465916280000,29,KG-695
Genoa,Paris,1465896180000,42,KG-759
Athens,Adana,1465044840000,31,RK-686
Seoul,Funabashi,1466352240000,172,DN-184
Lakhnau,Rangoon,1465117320000,110,AD-582
Shanghai,Kaifeng,1464593940000,241,QM-680
Zhuzhou,Nanjing,1466374920000,60,WI-464
San Francisco,Tokyo,1466134560000,511,TX-222
Yueyang,Zhenjiang,1466577420000,18,WI-627
Yancheng,Chengdu,1464389160000,72,EA-218
Durgapur,Varanasi,1465000200000,26,AM-264
Nantong,Anyang,1464871500000,22,WK-901
Shanghai,Fuxin,1465354620000,242,RK-666
Multan,Rangoon,1465524420000,93,KG-362
Changde,Zhuhai,1466684220000,16,DN-353
Yaroslavl,Krasnodar,1465340400000,19,SI-711
Tegucigalpa,San Salvador,1466675040000,21,UA-279
Ulhasnagar,Mashhad,1465116660000,44,DN-200
Lahore,Rawalpindi,1464519540000,127,UA-810
Oyo,Ouagadougou,1465662240000,28,TX-857
Amravati,Thana,1466018220000,33,NS-903
Zhanjiang,Calcutta,1466409720000,83,UA-149
Lahore,Tiruchchirappalli,1466467920000,112,SK-298
Ulhasnagar,Kalyan,1464511260000,28,UA-960
Ulhasnagar,Ghaziabad,1464464940000,27,WK-563
Ribeirão Prêto,Guarulhos,1465983480000,27,UA-455
Jinan,Peking,1465215780000,151,UA-641
Detroit,Indianapolis,1464625080000,26,WK-842
Tanggu,Tokyo,1466427540000,508,FI-986
Chengdu,Maanshan,1464195420000,71,DN-296
Warangal,Jalandhar,1465356060000,21,CE-872
Rangoon,Ahmadabad,1464184500000,130,QM-856
Delhi,Karaj,1465375380000,196,DN-165
Amravati,Calcutta,1466732760000,83,HN-777
Dallas,Oklahoma City,1466002020000,27,WI-387
Kirkuk,Tokyo,1466726400000,509,WI-701
Manila,Shaoguan,1466296080000,175,NS-341
Makati,Suzhou,1464143700000,29,KG-199
Ho Chi Minh City,Peking,1465159980000,173,QI-347
Pimpri,Tiruchchirappalli,1466161500000,32,NS-964
Querétaro,Nezahualcóyotl,1466128380000,29,WK-600
Tanggu,Tianjin,1465445940000,68,HN-160
Jamshedpur,Kabul,1464723000000,58,AM-194
Wroclaw,Bombay,1466559240000,211,UA-206
Antipolo,Hanoi,1466370900000,31,SC-943
Maanshan,Tokyo,1465847040000,508,UA-276
Naples,Alexandria,1464393000000,76,QI-114
Umm Durman,New Delhi,1465401420000,218,RK-203
Ipoh,Tokyo,1465341540000,510,SK-762
Bangalore,Gujranwala,1465926840000,100,NS-413
Warangal,New Delhi,1464995460000,182,OG-607
Patna,New Delhi,1466458920000,198,NS-882
Lakhnau,Bombay,1466416080000,240,FI-308
Bandung,Petaling Jaya,1464461760000,35,FI-989
Yangzhou,Tianjin,1465173060000,68,EA-579
Maisuru,Hubli,1464714240000,27,HN-437
Bhavnagar,Ludhiana,1466574180000,33,NS-538
Rangoon,Ahmadabad,1466050020000,130,CE-208
Istanbul,Ouagadougou,1464835080000,171,AD-855
